photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
2gCNcAvkGEY,Apple,iPhone XR,50,4.2,1.8,1/120,1,0,0,0,0,1,0,0
VvhCyZ9jRx0,Canon,Canon EOS 5DS,1600,24,4,1/640,1,1,1,1,1,2,0,0
HC2t702jdGo,Panasonic,DC-GH5,400,38,3.9,1/1250,0,0,0,1,1,2,0,1
5thcT9XPl9A,SONY,ILCE-6300,100,85,1.8,1/4000,0,0,0,0,0,2,0,1
JPx3K21fLkg,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,120,5.6,1/160,1,0,0,1,1,1,1,2
VyYOUQsxVhs,SONY,ILCE-6500,800,,,30,0,1,1,,,0,,
0cg6yKJIFJ4,NIKON CORPORATION,NIKON D610,1250,50,1.8,1/200,1,1,1,0,0,1,0,1
sWw5VwBK1ew,FUJIFILM,X-Pro2,800,23,2.8,1/4700,1,1,1,0,0,2,0,0
CnozRcIMAlU,Canon,Canon EOS 700D,800,10,3.5,1/3200,0,1,1,0,1,2,0,0
e6xd2HXuy0A,Canon,Canon EOS REBEL T5,100,10,22,1/10,0,0,0,1,2,1,0,0
mLpyv_Yx2ek,FUJIFILM,X-T2,200,37.6,4,1/1000,0,0,0,1,1,2,0,1
DYLqbcSqh8k,SONY,ILCE-7SM2,400,60,4,1/250,0,0,0,1,1,1,0,1
bRqoWruEm_c,NIKON CORPORATION,NIKON D750,160,135,2.8,1/200,1,0,0,0,0,1,1,2
6R3dGQJ3qOI,Canon,Canon EOS 6D,100,85,5.6,1/500,0,0,0,1,1,2,0,1
mqgytlEZ0g0,SONY,ILCE-7M3,1000,16,2.8,1/125,1,1,1,0,0,1,0,0
Ihcmtj5bOoc,LGE,Nexus 5X,60,4.7,2,1/404,0,0,0,0,0,2,0,0
Y7iHt3LRWGg,NIKON CORPORATION,NIKON D500,100,30,2,1/500,1,0,0,0,0,2,0,0
MfNhU7gCTG8,NIKON CORPORATION,NIKON D3400,100,21,10,1/400,1,0,0,1,2,2,0,0
ftwDuke2UgA,,,,,,,1,,,,,,,
KAWw-M-8u3I,SONY,ILCE-6300,1600,50,5.6,1/125,1,1,1,1,1,1,0,1
s6r-2tQnLfI,Canon,Canon EOS 70D,100,24,2.8,1/800,0,0,0,0,0,2,0,0
0O0Cia89YLU,GoPro,HERO5 Black,100,3,2.8,1/843,1,0,0,0,0,2,0,0
x00aHcPllOo,,,,,,,1,,,,,,,
2OdIzy52OaQ,SONY,ILCE-6000,125,19,4,1/60,0,0,0,1,1,1,0,0
RJFzAPHOx0M,Canon,Canon EOS 5D Mark IV,500,35,2.8,1/250,1,1,1,0,0,1,0,0
a66gEqpIP5U,FUJIFILM,X100T,200,19,2,1/50,1,0,0,0,0,1,0,0
b9jVmkFNfV0,NIKON CORPORATION,NIKON D600,2000,20,1.6,1/200,1,1,2,0,0,1,0,0
3isEOm_biCE,Canon,Canon EOS R,100,35,4,1/800,0,0,0,1,1,2,0,0
YFlx4T220fg,Canon,Canon EOS 5DS R,640,24,2.8,1/200,0,1,1,0,0,1,0,0
FhHK2VqU52I,Canon,Canon EOS 6D,800,100,2,1/4000,0,1,1,0,0,2,1,2
NNddPCQDhyw,Apple,iPhone XR,50,4.2,1.8,1/120,1,0,0,0,0,1,0,0
Lzm-2ycRw0k,NIKON CORPORATION,NIKON D5500,250,300,5.6,1/400,0,0,0,1,1,2,1,2
zmf5DxWIX0U,Canon,Canon EOS 6D,250,50,6.3,1/1250,0,0,0,1,2,2,0,1
rV--I3Eyiw4,Canon,Canon EOS 80D,640,84,9,1/200,0,1,1,1,2,1,0,1
tAl3L-J6V_M,SONY,ILCE-7M3,1000,35,2.2,1/60,0,1,1,0,0,1,0,0
WsJhsoaIbzI,DJI,FC220,200,4.7,2.2,1/500,0,0,0,0,0,2,0,0
EWnBD3Een3I,SONY,ILCE-7M2,500,,,1/100,1,1,1,,,1,,
IPcNOfiQJ5M,Canon,Canon EOS 5D Mark IV,125,85,2.5,1/4000,0,0,0,0,0,2,0,1
EBmi-zjiNaI,,,,,,,0,,,,,,,
l4uDLlj6INI,Canon,Canon EOS 6D,100,35,8,1/40,1,0,0,1,2,1,0,0
nX6QkJ5Gf9M,SONY,ILCE-7RM2,64,,,1/1600,1,0,0,,,2,,
BBJH-XjRNYI,Canon,Canon EOS 5D Mark IV,1000,35,6.3,1/250,0,1,1,1,2,1,0,0
Qfk5WlDlUvE,Canon,5D Mark III,200,24,2.8,1/400,1,0,0,0,0,2,0,0
U-wPI8MSByc,Canon,Canon EOS 5D Mark IV,200,70,4,1/160,0,0,0,1,1,1,0,1
UQE4SPKfxUY,FUJIFILM,X-H1,250,8,8,1/400,0,0,0,1,2,2,0,0
_yEysKlHmuc,Canon,Canon EOS 1300D,125,100,2.8,1/160,1,0,0,0,0,1,1,2
AR8XAYZVB7Q,Hasselblad,L1D-20c,100,10.3,2.8,0.5,1,0,0,0,0,0,0,0
EUqatWCcX-s,Canon,Canon EOS M50,400,28,3.5,1/250,1,0,0,0,1,1,0,0
EdWWd5E02ME,SONY,ILCE-7RM2,100,24,1.6,1/80,0,0,0,0,0,1,0,0
ZIE7jtHMM0c,Panasonic,DC-GH5,200,14,4.5,1/200,1,0,0,1,1,1,0,0
TuplP0IQvw4,NIKON CORPORATION,NIKON D800E,4000,14,2.8,15,1,1,2,0,0,0,0,0
QV3PzSw9i8I,Canon,Canon EOS 1300D,800,50,,1/4000,0,1,1,,,2,0,1
qn4wTgRyVow,Canon,Canon EOS 5D Mark IV,400,85,1.8,1/125,1,0,0,0,0,1,0,1
vU83uXT4lVk,SONY,ILCE-7,160,70,5.6,1/320,1,0,0,1,1,2,0,1
PDaDQV27w-I,"RICOH IMAGING COMPANY, LTD.",GR II,100,18.3,2.8,1/2000,0,0,0,0,0,2,0,0
oF-3SHLwSD0,SONY,ILCE-7M3,800,35,14,1/100,0,1,1,1,2,1,0,0
qCl04BEIp04,SONY,ILCE-7M3,1600,35,2.8,1/3200,0,1,1,0,0,2,0,0
I6OcpN0cJwQ,SONY,ILCE-6300,800,50,5.6,1/125,1,1,1,1,1,1,0,1
AlJU4DuTBIQ,Panasonic,DC-GX9,200,43,1.7,1/3200,0,0,0,0,0,2,0,1
cj4XksqA3lc,SONY,ILCE-7M2,100,50,1.8,1/3200,0,0,0,0,0,2,0,1
71KMQp-Qkvw,Canon,Canon EOS 650D,400,50,1.8,1/500,0,0,0,0,0,2,0,1
TPtOlSRD7hc,Canon,Canon EOS 5D Mark IV,250,40,4,1/100,0,0,0,1,1,1,0,1
w9hXuaV6gvs,Ricoh,GR II,,,,,1,,,,,,,
HCZtuAofWtk,SONY,ILCE-7R,100,90,4,1/125,0,0,0,1,1,1,1,2
9Dx-nEu85fQ,NIKON CORPORATION,NIKON D7200,400,24,2.8,1/640,0,0,0,0,0,2,0,0
ApqmbiIYqkg,Canon,Canon EOS 5D Mark III,100,45,1.8,1/3000,0,0,0,0,0,2,0,1
xXa4h--mrbM,,Nikon EM,,,,,1,,,,,,,
6kNVJ1fr3Ug,NIKON CORPORATION,NIKON D5200,200,50,5,1/40,0,0,0,1,1,1,0,1
BfBhwJ4qafo,NIKON CORPORATION,NIKON D600,2500,20,1.4,20,0,1,2,0,0,0,0,0
fFVBt6WmJ6g,FUJIFILM,X-Pro1,640,50,,1/125,0,1,1,,,1,0,1
fnctVhgg25s,Canon,Canon EOS 5D Mark II,400,50,4.5,1/100,0,0,0,1,1,1,0,1
AFKd1GWSNTU,Canon,Canon EOS 700D,800,40,5,1/125,0,1,1,1,1,1,0,1
rUEaBfevZdg,NIKON CORPORATION,NIKON D3400,3200,35,5,1/1250,0,1,2,1,1,2,0,0
UFghMPQLIeo,Canon,Canon EOS 100D,100,24,14,4,1,0,0,1,2,0,0,0
KikHCJzAMtQ,Canon,Canon EOS 6D,100,50,1.8,1/1250,0,0,0,0,0,2,0,1
eqCyPhYCPjI,SONY,ILCE-7RM3,160,55,1.8,1/10,1,0,0,0,0,1,0,1
52M4SY5LsUA,OLYMPUS IMAGING CORP.,E-PL7,,,,1/200,1,,,,,1,,
KjKrSyvQuBE,SONY,ILCE-6300,100,24,1.8,1/250,1,0,0,0,0,1,0,0
xrQjp_tHWjQ,FUJIFILM,X100F,3200,23,2,1/60,0,1,2,0,0,1,0,0
8HKyXMJ8yVQ,Canon,Canon EOS 6D,320,100,2.8,1/320,0,0,0,0,0,2,1,2
bkH_OFzYMzc,SONY,ILCE-7SM2,100,23,4,1/320,0,0,0,1,1,2,0,0
CG1WELHqPrY,Apple,iPhone,,,,,0,,,,,,,
Ap0r7zr0qNI,Canon,Canon EOS 5DS,50,100,5.6,1/640,1,0,0,1,1,2,1,2
KaXMBK6l9HE,SONY,ILCE-6500,3200,30,2,13,0,1,2,0,0,0,0,0
kGtFjYdm7DI,,,,,,,1,,,,,,,
f4GdYFpUyH8,Canon,Canon EOS 5D Mark IV,800,85,2,1/800,0,1,1,0,0,2,0,1
Vk7asANRhJI,Canon,Canon EOS 5D Mark IV,160,35,1.4,1/250,0,0,0,0,0,1,0,0
_KScGQeCaNk,NIKON CORPORATION,NIKON D7500,1250,18,1.8,30,0,1,1,0,0,0,0,0
yWCyI7I0yOc,Canon,Canon EOS 5DS,1000,24,1.4,13,1,1,1,0,0,0,0,0
5TIY1COWmv0,Canon,Canon PowerShot G7 X Mark II,125,14.7,4,1/500,0,0,0,1,1,2,0,0
fPSQ1KL3wnw,FUJIFILM,X-T2,200,35,5.6,1/50,0,0,0,1,1,1,0,0
jO2RtqWabSg,SONY,ILCE-7M3,1250,31,2.8,1/40,0,1,1,0,0,1,0,0
4nlxB0T9Guw,NIKON CORPORATION,NIKON D3300,800,17,2.8,20,0,1,1,0,0,0,0,0
UTaOW1DOXoY,NIKON CORPORATION,NIKON D850,100,340,5.6,1/320,1,0,0,1,1,2,1,2
_lf9VA2Hb1E,Canon,Canon EOS 5D Mark III,100,35,1.4,1/2500,0,0,0,0,0,2,0,0
0jy-e04bmaE,,,,,,,0,,,,,,,
2h8LxlRo5ow,Sony,Alpha A7s,1250,15,2,13,1,1,1,0,0,0,0,0
zkqwRzGEmks,Canon,Canon EOS R,6400,24,4,15,0,1,2,1,1,0,0,0
bI4fJYm2iJs,FUJIFILM,X-T3,320,50,2,1/18000,0,0,0,0,0,2,0,1
UiiTzYSzGQw,Sony,a7iii,,16,,,0,,,,,,0,0
-_0lTCpTMsI,Canon,Canon EOS 5D Mark III,2500,16,2.8,25,1,1,2,0,0,0,0,0
AcG-unN00gw,Canon,Canon EOS 60D,640,40,6.3,1/125,1,1,1,1,2,1,0,1
6XrbdMWBg_g,,,,,,,0,,,,,,,
wqOweIWvRzA,NIKON CORPORATION,NIKON D750,100,70,3.2,1/10,0,0,0,0,1,1,0,1
YiUNjvAy6LY,SONY,ILCE-7RM3,640,35,2.8,1/200,0,1,1,0,0,1,0,0
foqU8C1KoMU,Canon,Canon EOS 550D,200,55,5.6,1/160,0,0,0,1,1,1,0,1
jJOqBxjwfuA,Canon,Canon EOS 600D,1600,50,1.8,1/4000,0,1,1,0,0,2,0,1
gFnF0uZuhok,Canon,Canon EOS 5D Mark III,160,24,1.6,1/250,0,0,0,0,0,1,0,0
pABXnHlGPKQ,SONY,ILCE-7M3,1000,50,7.1,1/160,0,1,1,1,2,1,0,1
ueJJlc4Mclk,,,,,,,0,,,,,,,
N4bjUOElScA,NIKON CORPORATION,NIKON D5200,400,34,5,1/500,0,0,0,1,1,2,0,0
K88BVN6yMrU,Canon,Canon EOS 6D Mark II,1600,14,2.8,13,1,1,1,0,0,0,0,0
nNqDGvg8P6M,Canon,Canon EOS 750D,100,25,5.6,1/125,0,0,0,1,1,1,0,0
NztlXwOQ4xk,Canon,Canon EOS 80D,100,35,5.6,1/100,0,0,0,1,1,1,0,0
WbFn1M_s4vE,LEICA CAMERA AG,LEICA TL2,200,30.6,5.6,1/160,0,0,0,1,1,1,0,0
bCxMuT-OhbQ,Hasselblad,L1D-20c,200,10.3,3.5,1/640,1,0,0,0,1,2,0,0
BYk4w0QXLEw,SONY,ILCE-7RM2,125,75,5.6,1/500,0,0,0,1,1,2,0,1
nawbGwt_12U,Canon,Canon EOS 70D,100,,,1/200,0,0,0,,,1,,
mjvx6KF_ftg,,,,,,,0,,,,,,,
hUak_odEg8A,,,,,,,0,,,,,,,
JnT4Mjq5n_E,Canon,Canon EOS 5D Mark III,50,200,2.8,1/640,1,0,0,0,0,2,1,2
O5BSKKHYiEU,Canon,Canon EOS 5D Mark IV,100,24,4,1/125,0,0,0,1,1,1,0,0
EQIFdgTYzwc,Canon,Canon EOS R,100,35,2,1/60,1,0,0,0,0,1,0,0
YFlbfrxm4TM,Canon,Canon EOS 77D,100,50,8,1/4,1,0,0,1,2,1,0,1
zCA74gpneHM,NIKON CORPORATION,NIKON D5100,100,50,1.8,1/1250,0,0,0,0,0,2,0,1
I08spmZvUEs,Canon,Canon EOS 6D,200,35,2.2,1/125,0,0,0,0,0,1,0,0
G1qq0jl_B-s,Canon,Canon EOS 200D,100,50,3.2,1/200,0,0,0,0,1,1,0,1
UgLMs2mn-KI,NIKON CORPORATION,NIKON D610,100,200,4.5,1/400,0,0,0,1,1,2,1,2
W1ZdYDuYBec,Canon,Canon EOS 6D,100,135,3.5,1/250,0,0,0,0,1,1,1,2
iEtjBY4WQig,Canon,Canon EOS 6D Mark II,320,300,5.6,1/2000,0,0,0,1,1,2,1,2
cLRvJPVw69U,,,,,,,1,,,,,,,
bxvrvRNxksg,Canon,Canon EOS 6D Mark II,320,50,1.8,1/50,0,0,0,0,0,1,0,1
u9RqbVDWtbQ,,,,,,,0,,,,,,,
Jq8usnexrmw,SONY,ILCE-7RM2,100,200,2.8,1/800,0,0,0,0,0,2,1,2
jisnSnPIopw,NIKON CORPORATION,NIKON D850,80,125,7.1,1/800,1,0,0,1,2,2,1,2
fsNMGdyQTUY,NIKON CORPORATION,NIKON D7200,100,24,11,25,1,0,0,1,2,0,0,0
CW-IsRUjvtk,,,,,,,0,,,,,,,
onWHdzQyJcI,Apple,iPhone 8 Plus,50,6.6,2.8,1/4367,0,0,0,0,0,2,0,0
-x3N-id64jI,Hasselblad,L1D-20c,800,10.3,2.8,1/15,0,1,1,0,0,1,0,0
KMPMW9MeLD4,NIKON CORPORATION,NIKON D7100,800,50,2.5,1/250,1,1,1,0,0,1,0,1
rk2s0sm8xF4,OLYMPUS CORPORATION,E-M5MarkIII,200,17,2,1/15,1,0,0,0,0,1,0,0
nsFLt0rBQHI,Canon,Canon EOS 5D Mark II,500,24,4,1/2500,1,1,1,1,1,2,0,0
0cSOFraG4uc,Canon,Canon EOS R,800,58,4,1/3200,0,1,1,1,1,2,0,1
IXZru8ftAy0,SONY,ILCE-6500,800,99,11,1/2000,1,1,1,1,2,2,1,2
xSP0q4TPvK0,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,120,6.7,1/160,0,0,0,1,2,1,1,2
oN9SVtuHVVE,Canon,Canon EOS 1200D,100,43,5.6,1,1,0,0,1,1,0,0,1
5Zp48SaMd20,SONY,ILCE-6500,100,35,1.8,1/500,0,0,0,0,0,2,0,0
hEu-TEb8VwE,NIKON CORPORATION,NIKON Z 6,160,70,4,1/640,0,0,0,1,1,2,0,1
TjlIQRDNpNU,Apple,iPhone 11,1000,4.2,1.8,1/25,0,1,1,0,0,1,0,0
QIJvMvO3KFU,Canon,Canon EOS-1D X Mark II,200,386,4,1/2000,1,0,0,1,1,2,1,2
6ET9eBWVeCw,,,,,,,1,,,,,,,
yr-97LOQ9fI,SONY,ILCE-6500,320,50,5.6,1/400,0,0,0,1,1,2,0,1
9Qwd8wAnZrE,NIKON CORPORATION,NIKON D500,250,70,4,1/500,0,0,0,1,1,2,0,1
Fax2awvVbt8,NIKON CORPORATION,NIKON D7000,1000,300,5.6,1/2000,1,1,1,1,1,2,1,2
3eDUvZeCqBA,Canon,Canon EOS 80D,100,53,29,60,1,0,0,1,2,0,0,1
2bU8FGDhMFQ,Panasonic,DMC-GH3,200,32,4,1/200,0,0,0,1,1,1,0,0
Y3iOPJf6nn8,Canon,Canon EOS 77D,200,50,10,1/80,0,0,0,1,2,1,0,1
w4lzk2_Yasc,SONY,ILCE-7RM3,1000,282,8,1/200,1,1,1,1,2,1,1,2
m30wSnGoXb0,Canon,Canon EOS 77D,100,50,8,1/4,1,0,0,1,2,1,0,1
4SX_tb0GPQU,NIKON CORPORATION,NIKON D60,200,35,3.2,1/1000,0,0,0,0,1,2,0,0
mX5fV8voylo,FUJIFILM,X100F,500,23,2,1/125,0,1,1,0,0,1,0,0
fVNyjet1CXY,Canon,Canon EOS 50D,320,50,2,1/200,0,0,0,0,0,1,0,1
c5pNtQ_eIZ0,,,,,,,0,,,,,,,
ODVTWo4-biU,NIKON CORPORATION,NIKON Z 6,100,24,4,1/50,0,0,0,1,1,1,0,0
2qMHr5LFysU,NIKON CORPORATION,NIKON D7200,125,27,10,1/60,0,0,0,1,2,1,0,0
amPjiBSswFY,Apple,iPhone 7 Plus,20,4,1.8,1/500,0,0,0,0,0,2,0,0
u-s2k6UgFDA,NIKON CORPORATION,NIKON Z 6,640,200,2.8,1/1000,0,1,1,0,0,2,1,2
cAQazM7xh1U,Canon,Canon EOS 6D,1000,50,2,1/80,1,1,1,0,0,1,0,1
E-MnIT8i9So,SONY,ILCE-7RM2,800,24,4,1/200,1,1,1,1,1,1,0,0
noqpAinc6FE,Canon,Canon EOS 5D Mark III,100,45,2.5,1/3000,0,0,0,0,0,2,0,1
7FGMP9EazF4,SONY,ILCE-7RM3,100,70,2.8,1/320,0,0,0,0,0,2,0,1
DtHchyQtyZ8,SONY,SLT-A58,100,50,1.8,1/4000,0,0,0,0,0,2,0,1
CQEliDTB3Sg,SONY,ILCE-7M3,500,55,1.8,1/125,0,1,1,0,0,1,0,1
db1r-AjW6YM,,,,,,,0,,,,,,,
uwI8R_FyLrI,SONY,ILCE-7M2,6400,300,5.6,1/3200,1,1,2,1,1,2,1,2
2UN2HhLhTPE,Canon,Canon EOS T7i,100,18,10,1/200,0,0,0,1,2,1,0,0
q4g5quLfNkI,OLYMPUS CORPORATION,E-M10MarkII,250,45,2.8,1/100,0,0,0,0,0,1,0,1
PLhxx6NubAE,Canon,Canon EOS 5D Mark III,50,200,2.8,1/400,1,0,0,0,0,2,1,2
Tu_lH5CFFZw,SONY,ILCE-7M3,200,70,4,1/100,1,0,0,1,1,1,0,1
JV0S38Lqib0,Leica Camera AG,LEICA M10-P,200,50,1.4,1/750,1,0,0,0,0,2,0,1
Bf8YHJcECkA,SONY,ILCE-7RM3,3200,24,7.1,1/3200,0,1,2,1,2,2,0,0
__G2yFuW7jQ,DJI,FC220,100,4.7,2.2,1/50,1,0,0,0,0,1,0,0
GebuvyyNN5Y,NIKON CORPORATION,NIKON Z 6,1000,50,1.8,1/250,1,1,1,0,0,1,0,1
TqiWvGfh5ZE,NIKON CORPORATION,NIKON D7500,400,35,5.6,1/160,1,0,0,1,1,1,0,0
tUktf1eeraA,FUJIFILM,FinePix X100,3200,23,16,1/500,0,1,2,1,2,2,0,0
JMxXwZa6lbM,SONY,ILCE-7M3,160,35,1.8,1/40,1,0,0,0,0,1,0,0
eUrG-yIJC2o,Canon,Canon EOS 6D,2000,50,2.8,1/200,1,1,2,0,0,1,0,1
689ybQ_0EyY,,,,,,,0,,,,,,,
NBbu5-kVdEE,Canon,Canon EOS 5D Mark IV,250,50,1.8,1/250,1,0,0,0,0,1,0,1
HcL5DG6CHRg,Leica,M6,400,50,,,1,0,0,,,,0,1
4Oc_CxCBhSA,,,,,,,0,,,,,,,
IthP0lCR2aI,Canon,Canon EOS 6D,100,50,2,1/800,1,0,0,0,0,2,0,1
m23zFF_8qp4,NIKON CORPORATION,NIKON D3300,100,36,8,1/250,0,0,0,1,2,1,0,1
Z0oRWNDBV6Y,FUJIFILM,X-T3,640,90,2.8,1/1700,0,1,1,0,0,2,1,2
SBKdiLOmylc,SONY,ILCE-7RM3,100,70,2.8,1/400,0,0,0,0,0,2,0,1
OCOvlHu_AvU,Canon,EOS 80D,400,135,5.6,1/15,0,0,0,1,1,1,1,2
WaOfPz6arXw,FUJIFILM,X-T20,200,140,16,1/250,1,0,0,1,2,1,1,2
b0SCinliUJA,NIKON CORPORATION,NIKON D5300,125,35,1.8,1/400,0,0,0,0,0,2,0,0
3pZ3nf5wzDM,SONY,ILCE-7RM2,100,28,5.6,1/500,1,0,0,1,1,2,0,0
yrEuJko5u2E,NIKON CORPORATION,NIKON D7000,1250,10,3.5,25,1,1,1,0,1,0,0,0
T__ouoJ7ojA,Canon,Canon EOS 40D,800,50,2.97085399823358,0.002,0,1,1,0,0,0,0,1
JkTGLny-mLQ,SONY,ILCE-7,125,70,8,1/6,0,0,0,1,2,1,0,1
q-I5OlNELvM,,,,,,,1,,,,,,,
XEhsWKXOH98,Canon,Canon EOS 700D,800,50,2.8,1/500,0,1,1,0,0,2,0,1
uMSzX-yZldA,Canon,Canon EOS REBEL T3i,125,50,1.4,1/320,1,0,0,0,0,2,0,1
JiuVoQd-ZLk,,,,,,,0,,,,,,,
AZYpYoXmhWE,NIKON CORPORATION,NIKON D4S,400,14,11,1/80,1,0,0,1,2,1,0,0
R7Bh47VBEMk,SONY,ILCE-7M3,800,35,4.5,20,1,1,1,1,1,0,0,0
Mh3Xzp8o4YE,Panasonic,DMC-GX8,200,42,8,1/1600,1,0,0,1,2,2,0,1
Dm4r62CyHbg,Canon,Canon EOS 5D Mark III,200,50,1.6,1/8000,0,0,0,0,0,2,0,1
XmJC_eXIseY,FUJIFILM,X-H1,250,26.5,16,1/125,1,0,0,1,2,1,0,0
k5kaWuxelPU,SONY,ILCE-7M3,100,55,2.8,1/400,0,0,0,0,0,2,0,1
xsFxnW9_KZ0,,,,,,,1,,,,,,,
YqBEoEaGbvg,Canon,Canon,100,,,1/200,1,0,0,,,1,,
6CGf3bdxvDQ,SONY,ILCE-7RM2,100,35,4.5,1/60,0,0,0,1,1,1,0,0
5Kgv18oIoZk,Canon,Canon EOS 550D,100,11,2.8,1/125,1,0,0,0,0,1,0,0
7W-XM-91EbE,,,,,,,0,,,,,,,
ugA20jqhHL4,FUJIFILM,X-H1,100,23.3,22,1/40,1,0,0,1,2,1,0,0
NR_tXTuyTak,SONY,ILCE-7SM2,100,,,1/100,1,0,0,,,1,,
Gv7jYYGQVYw,,,,,,,0,,,,,,,
BAq-adH7Q3g,Canon,Canon EOS 7D Mark II,1600,200,2.8,1/320,1,1,1,0,0,2,1,2
3Cgmcux-cpY,NIKON CORPORATION,NIKON D3300,200,35,11,1/125,1,0,0,1,2,1,0,0
wcMK9KKbmms,Canon,Canon EOS REBEL T3i,1600,55,4,1/80,0,1,1,1,1,1,0,1
S4Aca2fKrjE,FUJIFILM,X-Pro2,800,23,2.8,1/2500,0,1,1,0,0,2,0,0
63KDwZUZQw8,Canon,Canon EOS 6D,320,50,2,1/160,0,0,0,0,0,1,0,1
Jpjj_v1-5OM,Canon,Canon EOS 5D Mark II,200,30,8,1/500,0,0,0,1,2,2,0,0
vC4iux2XAho,Panasonic,DC-G9,200,100,4,1/40,0,0,0,1,1,1,1,2
lfxIZmSOHlg,,,,,,,1,,,,,,,
L2BqGjfX-Yw,Canon,Canon EOS 600D,400,59,10,1/4,1,0,0,1,2,1,0,1
Rz4vu4xD2n8,SONY,ILCE-7RM2,400,64,5,1/80,1,0,0,1,1,1,0,1
AwGkb9feEu8,Canon,Canon EOS 6D,640,17,6.3,1/125,0,1,1,1,2,1,0,0
zL06L8VNMQo,Canon,Canon EOS 5D Mark IV,125,70,4.5,1/320,0,0,0,1,1,2,0,1
IHWnTa6P7Z0,FUJIFILM,X-T100,320,46.3,4,1/70,1,0,0,1,1,1,0,1
nwVHmuVpFTs,,,,,,,1,,,,,,,
aQno38sLdMs,Apple,iPhone XS,25,4.2,1.8,1/8696,0,0,0,0,0,2,0,0
y6-2kLUXzNY,NIKON CORPORATION,NIKON D7200,160,50,1.8,1/400,0,0,0,0,0,2,0,1
hYeI47BKuxc,SONY,ILCE-7M3,1000,105,4,1/125,1,1,1,1,1,1,1,2
N8GhBFFJ2lc,Canon,Canon EOS 700D,1600,18,3.5,1/25,0,1,1,0,1,1,0,0
hxlAwHbUAWA,OLYMPUS CORPORATION,TG-5,100,6.4,3.5,1/320,0,0,0,0,1,2,0,0
FFoXLhjiymY,Canon,Canon EOS 6D,250,24,2.8,1/320,0,0,0,0,0,2,0,0
rrvmXbtfaVM,Canon,Canon EOS 6D,100,28,3.5,1/500,0,0,0,0,1,2,0,0
3kgiW7ufPEM,Canon,Canon EOS 6D Mark II,500,70,2.8,1/400,1,1,1,0,0,2,0,1
3x2wGUkKNmA,SONY,ILCE-7M3,320,70,2.8,1/1600,0,0,0,0,0,2,0,1
USuDsWIPgNA,DJI,FC2204,100,5.1,3,1/240,1,0,0,0,0,1,0,0
NQlPNaoLILo,Canon,Canon EOS 6D,125,50,2.2,1/200,0,0,0,0,0,1,0,1
EyCEX1e9EiY,Canon,Canon EOS 6D,2500,50,2.2,1/125,1,1,2,0,0,1,0,1
gssTVzEia0c,Canon,Canon EOS 6D Mark II,400,67,2.8,1/500,1,0,0,0,0,2,0,1
sCHhh4yezq8,SONY,ILCE-6000,100,19,2.8,1/400,0,0,0,0,0,2,0,0
y5Tk8f7TBqw,SONY,ILCE-6500,100,55,9,1/80,1,0,0,1,2,1,0,1
-usmfJMqTag,Leica Camera AG,LEICA M10,800,50,1.4,1/500,1,1,1,0,0,2,0,1
yDv44ZYUys4,Canon,Canon EOS REBEL SL1,400,46,5.6,1/2500,0,0,0,1,1,2,0,1
2_M5YygFMqo,Panasonic,DC-G9,500,25,1.4,1/500,0,1,1,0,0,2,0,0
nvYTPbDiXqE,Canon,Canon EOS 5D Mark IV,500,70,18,1/30,0,1,1,1,2,1,0,1
gUmIZMEjDUU,Canon,Canon EOS 5D Mark III,500,105,4,1/1250,1,1,1,1,1,2,1,2
_vUQD2qFcIY,NIKON CORPORATION,NIKON D5300,400,35,2,1/125,1,0,0,0,0,1,0,0
VFarxJ7jpBk,Canon,Canon EOS 700D,100,18,16,1/60,1,0,0,1,2,1,0,0
yf6zrcXQ7Ec,SONY,ILCE-6000,100,35,1.8,1/80,0,0,0,0,0,1,0,0
3iN8u093I_c,SONY,ILCE-7M3,500,73,8,1/320,0,1,1,1,2,2,0,1
8l_z5B12M7Y,NIKON CORPORATION,NIKON Z 6,800,14,2.8,1/10,1,1,1,0,0,1,0,0
4UR1RNIetCI,Hasselblad,L1D-20c,100,10.3,5.6,1/100,1,0,0,1,1,1,0,0
m8AE-nBE-Gg,Canon,Canon EOS REBEL T5i,400,30,22,1/80,1,0,0,1,2,1,0,0
oX59Li8bcDQ,SONY,ILCE-7M3,400,35,2.8,1/250,0,0,0,0,0,1,0,0
jd8Df6JZkEM,SONY,ILCE-6300,160,50,2.8,1/640,1,0,0,0,0,2,0,1
OYSI5IsVmlk,SONY,ILCE-6500,100,174,5.6,1/400,1,0,0,1,1,2,1,2
aoz45Ckp1Hk,SONY,ILCE-7M2,400,230,7.1,1/500,0,0,0,1,2,2,1,2
PDrbgSNIDt4,NIKON CORPORATION,NIKON D600,50,35,1.4,1/320,0,0,0,0,0,2,0,0
BuzUYEEPl_g,,,,,,,0,,,,,,,
uNRcfXFqOG0,FUJIFILM,X-T20,200,20.1,6.4,1/1400,1,0,0,1,2,2,0,0
h21NYrADSTU,NIKON CORPORATION,NIKON D850,100,24,1.4,1/3200,0,0,0,0,0,2,0,0
